Full Market Value,Land Assessed Value,MostRecentSalePrice,MostRecentSaleDate,PropertyType,BuildingStyle,YearBuilt,RoomCounts,nbhd,LotSize(acr)
"$45,600","$45,600",,,Rural vac<10,,,,Rural,6.6
"$148,600","$148,600",,,Vac farmland,,,,Rural,87
"$20,000","$20,000",,,Res vac land,,,,Rural,1.03
"$20,200","$20,200",,,Vac farmland,,,,Rural,6.2
$800,$800,,,Rural vac<10,,,,Rural,0.02
"$71,100","$71,100",,,Vac farmland,,,,Rural,40.8
"$283,000","$283,000",,,Vac farmland,,,,Rural,135
"$442,000","$162,000",,,1 Family Res,Colonial,1930,4 / 2,Rural,78.5
"$365,000","$41,700",,,1 Family Res,Colonial,1990,4 / 2.1,Rural,2.7
"$426,000","$41,200",,,1 Family Res,Split level,1979,4 / 2,Rural,2.2
"$225,000","$40,600",,,1 Family Res,Ranch,1964,2 / 2,Rural,1.6
"$196,000","$30,600",,,1 Family Res,Old style,1860,4 / 1,Rural,1.6
"$175,000","$26,000",,,Religious,Commercial,1855,,Commercial,0.26
"$220,000","$17,300",,,1 Family Res,Ranch,1956,3 / 1,Rural,0.36
"$94,000","$18,800",,,1 Family Res,Cottage,1973,1 / 1,Rural,0.41
"$170,000","$29,300",,,1 Family Res,Old style,1930,2 / 1.1,Rural,0.95
"$176,000","$29,900",,,1 Family Res,Old style,1840,4 / 1,Rural,0.99
"$80,000","$34,200",,,1 Family Res,Old style,1850,5 / 1,Rural,5.2
"$574,700","$161,600",,,Field crops,,,,Rural,72.2
"$35,800","$35,800",,,Vac farmland,,,,Rural,11.4
"$45,500","$45,500",,,Vacant rural,,,,Rural,50
"$40,200","$40,200",,,Vacant rural,,,,Rural,41.3
"$8,700","$8,700",,,Vacant rural,,,,Rural,12.4
"$55,400","$55,400",,,Vacant rural,,,,Rural,66.8
"$15,500","$15,500",,,Rural vac<10,,,,Rural,1.5
"$195,400","$195,400",,,Vac farmland,,,,Rural,174.7
"$172,800","$172,800",,,Field crops,,,,Rural,67.4
"$32,800","$32,800",,,Rural vac>10,,,,Rural,26.5
"$168,000","$47,100",,,Rural res,Old style,1920,3 / 1,Rural,25.2
"$224,000","$79,600",,,Rural res,Old style,1880,3 / 1,Rural,90.1
"$345,000","$85,000",,,Rural res,Raised ranch,2008,4 / 2,Rural,84
"$252,000","$27,600",,,1 Family Res,Ranch,1977,2 / 2,Rural,0.83
"$113,000","$30,800",,,1 Family Res,Manuf'd Housing,1991,3 / 2,Rural,1.8
"$509,000","$280,300",,,Cattle farm,Old style,1827,6 / 2,Rural,176.4
"$194,000","$18,200",,,1 Family Res,Ranch,1951,3 / 1,Rural,0.39
"$197,600","$197,600",,,Rural vac>10,,,,Rural,98.1
"$50,300","$30,200",,,Mfg housing,,,,Rural,1.2
"$155,000","$41,600",,,1 Family Res,Manuf'd Housing,2015,3 / 2,Rural,2.6
"$143,000","$24,500",,,1 Family Res,Cape cod,1949,1 / 1,Rural,0.65
"$367,000","$85,600",,,Rural res,Log home,1987,4 / 2,Rural,62.9
"$166,000","$105,900",,,Rural res,Cottage,1978,1 / 0,Rural,141.5
"$353,200","$353,200",,,Vac farmland,,,,Rural,170.1
"$140,000","$34,000",,,1 Family Res,Old style,1920,3 / 1.1,Rural,4
"$50,100","$27,200",,,Mfg housing,,,,Rural,0.8
"$263,000","$41,700",,,1 Family Res,Old style,1850,3 / 1,Rural,2.7
"$220,000","$45,800",,,Rural res&ag,Old style,1850,3 / 1,Rural,5.8
"$169,000","$24,300",,,1 Family Res,Old style,1848,4 / 1.1,Rural,0.64
"$100,000","$31,000",,,1 Family Res,Ranch,2010,3 / 1,Rural,2
"$123,000","$31,000",,,1 Family Res,Ranch,1999,2 / 1,Rural,2
"$311,000","$61,600",,,Rural res,Colonial,2001,3 / 1.1,Rural,43.7
"$45,000","$31,000",,,Mfg housing,,,,Rural,2
"$207,000","$35,400",,,1 Family Res,Old style,1850,4 / 1,Rural,4.7
"$102,000","$48,700",,,Rural res,Manuf'd Housing,1990,3 / 1,Rural,23.3
"$261,000","$34,100",,,1 Family Res,Ranch,1997,3 / 2,Rural,5.1
"$247,000","$36,900",,,1 Family Res,Ranch,1958,3 / 1,Rural,7.9
"$36,200","$31,100",,,Mfg housing,,,,Rural,2.1
"$147,000","$68,300",,,Rural res,Old style,1822,5 / 1.1,Rural,67.5
"$89,600","$33,700",,,Mfg housing,,,,Rural,4.7
"$198,000","$40,700",,,Rural res,Ranch,1989,2 / 1,Rural,12.4
"$129,000","$30,900",,,1 Family Res,Manuf'd Housing,2000,3 / 2,Rural,1.9
"$79,000","$31,900",,,1 Family Res,Manuf'd Housing,1989,3 / 2,Rural,2.9
"$100,000","$30,100",,,1 Family Res,Ranch,1960,3 / 1,Rural,1.08
"$139,000","$33,600",,,1 Family Res,Old style,1850,2 / 1,Rural,4.6
"$272,000","$30,500",,,1 Family Res,Cape cod,2011,2 / 1,Rural,1.5
"$260,000","$80,000",,,Police/fire,Commercial,1963,,Commercial,0.8
"$67,000",$200,,,1 Family Res,Manuf'd Housing,1992,3 / 2,Rural,0.22
"$75,000","$13,800",,,1 use sm bld,Commercial,1883,,Commercial,150
"$260,000","$38,900",,,Rural res,Old style,1880,4 / 2,Rural,9.9
"$118,000","$30,900",,,1 Family Res,Manuf'd Housing,1998,3 / 2,Rural,1.9
"$73,600","$30,900",,,Mfg housing,,,,Rural,1.9
"$208,000","$28,300",,,1 Family Res,Ranch,1952,4 / 1,Rural,0.88
"$239,000","$85,500",,,Rural res,Old style,1920,4 / 2,Rural,101.7
"$129,000","$53,900",,,1 Family Res,Old style,1850,3 / 2.1,Rural,38.4
"$10,900","$10,900",,,Cemetery,,,,Commercial,1.29
"$200,000","$122,900",,,Rural res,Ranch,1987,2 / 1.1,Rural,168.7
"$73,000","$30,500",,,Mfg housing,Manuf'd Housing,1978,2 / 1,Rural,1.5
"$119,000","$34,300",,,1 Family Res,Old style,1840,3 / 1.1,Rural,5.3
"$40,800","$29,000",,,Mfg housing,,,,Rural,0.93
"$345,000","$143,400",,,Rural res,Log home,2006,3 / 2,Rural,123
"$38,500","$38,500",,,Priv forest,,,,Rural,32.9
"$50,700","$36,000",,,Mfg housing,,,,Rural,7
"$6,500","$6,500",,,Rural vac<10,,,,Rural,8
"$9,000","$9,000",,,Rural vac<10,,,,Rural,0.4
"$6,400","$6,400",,,Rural vac<10,,,,Rural,7.7
"$8,700","$8,700",,,Rural vac<10,,,,Rural,2.2
"$62,700","$38,900",,,Vac w/imprv,,,,Rural,38.7
"$115,300","$115,300",,,Mining,,,,Commercial,3.76
"$11,800","$11,800",,,Rural vac>10,,,,Rural,12.5
"$11,700","$2,000",,,Vac w/imprv,,,,Rural,2
"$8,800","$8,800",,,Vacant rural,,,,Rural,12.5
"$20,700","$20,700",,,Rural vac<10,,,,Rural,6.7
"$90,600","$90,600",,,Field crops,,,,Rural,52.4
"$19,600","$19,600",,,Vacant rural,,,,Rural,13.9
"$38,300","$38,300",,,Vacant rural,,,,Rural,37.5
"$9,700","$9,700",,,Vacant rural,,,,Rural,14.3
"$26,500","$26,500",,,Vacant rural,,,,Rural,13.6
"$16,200","$16,200",,,Rural vac<10,,,,Rural,2.2
"$91,300","$91,300",,,Vac farmland,,,,Rural,148.5
"$16,400","$16,400",,,Rural vac<10,,,,Rural,2.4
"$1,500","$1,500",,,Rural vac<10,,,,Rural New,0.09
"$153,200","$153,200",,,Vac farmland,,,,Rural,70.1
"$10,000","$10,000",,,Playground,,,,Commercial,1
"$1,000","$1,000",,,Pub Util Vac,,,,Commercial,0.01
"$20,900","$20,900",,,Rural vac<10,,,,Rural,6.9
"$1,100","$1,100",,,Rural vac<10,,,,Rural,0.03
"$42,500","$42,500",,,Vac farmland,,,,Rural,45.9
"$32,500","$32,500",,,Vacant rural,,,,Rural,26
"$26,000","$26,000",,,Rural vac>10,,,,Rural,13
"$31,700","$30,700",,,Vac w/imprv,,,,Rural New,6.7
"$21,300","$21,300",,,Vacant Land,,,,Rural,7.3
"$11,000",$0,,,Solar,,,,Pot outskirts,0
"$11,100","$11,100",,,Rural vac<10,,,,Rural,0.61
"$34,600","$34,600",,,Rural vac>10,,,,Rural,30.2
"$25,100","$25,100",,,Rural vac>10,,,,Rural,11.1
"$23,800","$23,800",,,Rural vac<10,,,,Rural,9.8
"$22,300","$22,300",,,Rural vac<10,,,,Rural,8.3
"$22,200","$22,200",,,Rural vac<10,,,,Rural,8.2
"$15,700","$15,700",,,Rural vac<10,,,,Rural,1.7
"$8,800","$8,800",,,Rural vac<10,,,,Rural,0.38
"$17,500","$17,500",,,Rural vac<10,,,,Rural,3.5
"$8,800","$8,800",,,Rural vac<10,,,,Rural,0.38
"$8,800","$8,800",,,Rural vac<10,,,,Rural,0.38
"$9,500","$9,500",,,Rural vac<10,,,,Rural,0.45
"$40,000","$40,000",,,Rural vac<10,,,,Rural,40.9
"$47,000","$47,000",,,Rural vac>10,,,,Rural,54.9
"$22,300","$22,300",,,Rural vac<10,,,,Rural,8.3
"$22,300","$22,300",,,Rural vac<10,,,,Rural,8.3
"$33,900","$33,900",,,Rural vac>10,,,,Rural,28.8
"$53,100","$36,200",,,Vac w/imprv,,,,Rural,33.3
"$259,000","$112,100",,,Rural res,Old style,1860,5 / 2,Rural,150.2
"$251,000","$30,600",,,1 Family Res,Split level,1979,3 / 2,Rural,1.6
"$110,000","$94,100",,,Rural res,Ranch,1967,3 / 1,Rural,119.19
"$100,000","$83,400",,,Other Storage,Commercial,1995,,Commercial,2.41
"$47,400","$30,100",,,Mfg housing,,,,Rural,1.1
"$16,400","$16,400",,,Rural vac<10,,,,Rural,2.4
"$148,000","$30,400",,,1 Family Res,Ranch,1967,2 / 1,Rural,1.4
"$49,200","$31,400",,,Mfg housing,,,,Rural,2.4
"$213,000","$32,600",,,1 Family Res,Colonial,2003,3 / 2.1,Rural,3.6
"$156,000","$30,600",,,1 Family Res,Manuf'd Housing,2003,3 / 2,Rural,1.6
"$375,000","$155,400",,,Rural res,Old style,1900,4 / 2,Rural,191.7
"$225,000","$150,400",,,Rural res,Old style,1820,4 / 1,Rural,226.8
"$130,000","$33,500",,,1 Family Res,Manuf'd Housing,2003,3 / 1.1,Rural,4.5
"$61,000","$51,200",,,Field crops,,,,Rural,20.3
"$150,000","$31,200",,,1 Family Res,Manuf'd Housing,1978,3 / 2,Rural,2.2
"$215,000","$30,700",,,1 Family Res,Old style,1900,5 / 1,Rural,1.7
"$152,000","$32,800",,,1 Family Res,Old style,1940,4 / 2,Rural,3.8
"$242,000","$31,000",,,1 Family Res,Old style,1835,3 / 2,Rural,2
"$210,000","$31,600",,,1 Family Res,Old style,1900,3 / 1,Rural,2.6
"$47,000","$26,900",,,2 Family Res,Old style,1820,3 / 2,Rural,0.78
"$65,000","$55,000",,,Auto body,Commercial,1950,,Commercial,0.55
"$208,000","$35,000",,,1 Family Res,Old style,1842,3 / 1.1,Rural,6
"$165,000","$36,000",,,1 Family Res,Manuf'd Housing,2017,3 / 2,Rural,7
"$28,700","$28,700",,,Rural vac>10,,,,Rural,17.8
"$115,000","$110,200",,,Playground,,,,Commercial,1.17
"$189,000","$52,600",,,1 Family Res,Old style,1880,6 / 2,Rural,35
"$176,000","$31,200",,,1 Family Res,Ranch,1957,4 / 1,Rural,2.2
"$140,900","$105,700",,,Vac w/imprv,,,,Rural,169.3
"$8,800","$5,000",,,Vac w/imprv,,,,Rural,0.27
"$142,000","$26,600",,,1 Family Res,Old style,1880,3 / 1.1,Rural,0.76
"$80,000","$19,000",,,1 use sm bld,Commercial,1950,,Commercial,0.19
"$129,000","$17,000",,,1 Family Res,Old style,1836,4 / 2,Rural,0.35
"$213,000","$33,500",,,1 Family Res,Old style,1880,3 / 1.1,Rural,4.5
"$224,000","$18,800",,,1 Family Res,Old style,1870,3 / 2,Rural,0.41
"$228,000","$39,800",,,Rural res,Old style,1840,4 / 1.1,Rural,10.8
"$343,000","$42,900",,,Dairy farm,Colonial,1962,4 / 1,Rural,16.8
"$146,000","$30,200",,,1 Family Res,Old style,1850,4 / 1,Rural,1.21
"$122,000","$30,900",,,2 Family Res,Old style,1900,4 / 2,Rural,1.9
"$184,000","$23,100",,,1 Family Res,Ranch,1981,3 / 1,Rural,0.58
"$57,700","$50,200",,,Mfg housing,,,,Rural,30.2
"$136,400","$30,400",,,1 Family Res,Old style,1864,3 / 1,Rural,1.4
"$210,000","$30,200",,,1 Family Res,Ranch,1958,3 / 2,Rural,1.2
"$175,000","$2,100",,,1 Family Res,Ranch,1975,2 / 1,Rural,2.1
"$140,000","$26,600",,,1 Family Res,Ranch,1957,2 / 1,Rural,0.76
"$89,000","$26,600",,,1 Family Res,Ranch,1951,2 / 1,Rural,0.76
"$100,000","$23,700",,,1 Family Res,Ranch,1958,3 / 2,Rural,0.61
"$210,000","$42,700",,,Rural res,A-Frame,1972,2 / 1,Rural,15.8
"$104,000","$31,200",,,1 Family Res,Manuf'd Housing,1999,3 / 2,Rural,2.2
"$92,000","$40,400",,,1 Family Res,Cottage,1987,2 / 1,Rural,1.4
"$257,000","$53,200",,,Rural res,Ranch,1993,2 / 1,Rural,37.3
"$424,000","$52,100",,,Rural res,Ranch,1999,3 / 2.1,Rural,15.1
"$175,000","$31,200",,,1 Family Res,Old style,1880,4 / 1,Rural,2.2
"$272,000","$36,500",,,1 Family Res,Contemporary,2002,3 / 2,Rural,7.5
"$156,000","$33,200",,,1 Family Res,Manuf'd Housing,1999,3 / 2,Rural,4.2
"$137,000","$30,000",,,1 Family Res,Manuf'd Housing,1987,3 / 2,Rural,1
"$164,000","$32,600",,,1 Family Res,Old style,1880,5 / 1.1,Rural,3.6
"$130,000","$18,500",,,1 Family Res,Old style,1940,2 / 1,Rural,0.4
"$171,000","$23,700",,,1 Family Res,Ranch,1960,3 / 1,Rural,0.61
"$107,000","$25,100",,,1 Family Res,Manuf'd Housing,1984,3 / 2,Rural,0.68
"$140,000","$18,500",,,1 Family Res,Ranch,1968,3 / 2,Rural,0.4
"$67,200","$30,500",,,Mfg housing,,,,Rural,1.5
"$238,000","$32,400",,,1 Family Res,Split level,1965,3 / 2,Rural,3.4
"$158,000","$24,700",,,1 Family Res,Old style,1938,4 / 1,Rural,0.66
"$131,000","$20,300",,,1 Family Res,Ranch,1951,3 / 1,Rural,0.46
"$265,000","$59,900",,,Rural res,Old style,1898,4 / 2,Rural,50.7
"$316,000","$85,300",,,Rural res,Old style,1860,3 / 2,Rural,100.2
"$269,000","$30,500",,,1 Family Res,Ranch,2006,3 / 2.1,Rural,1.5
"$63,900","$30,000",,,Priv forest,,,,Rural,21
"$344,000","$31,000",,,1 Family Res,Raised ranch,1973,2 / 1,Rural,2
"$185,000","$42,200",,,Rural res,Ranch,1983,3 / 1,Rural,15.4
"$450,000","$99,800",,,Horse farm,Old style,1847,3 / 1,Rural,80.5
"$347,000","$45,800",,,Rural res,Cape cod,1990,3 / 2,Rural,22.5
"$64,300","$44,900",,,Mfg housing,,,,Rural,20.7
"$143,000","$30,900",,,1 Family Res,Ranch,1976,3 / 1,Rural,1.9
"$32,200","$32,200",,,Rural vac>10,,,,Rural,25.3
"$125,500","$47,400",,,Vac w/imprv,,,,Rural,25.8
"$147,000","$36,400",,,1 Family Res,Manuf'd Housing,1997,3 / 2,Rural,7.4
"$240,000","$38,500",,,1 Family Res,Ranch,2019,3 / 2,Rural,9.5
"$200,000","$38,400",,,1 Family Res,Log home,1975,5 / 1.1,Rural,9.4
"$517,000","$120,100",,,Rural res,Cape cod,1999,2 / 1.1,Rural,20.2
"$180,000","$31,200",,,1 Family Res,Manuf'd Housing,1991,3 / 2,Rural,2.2
"$300,000","$81,200",,,Rural res,Other style,2004,4 / 2,Rural,93.4
"$19,900","$18,700",,,Vac w/imprv,,,,Rural,4.7
"$371,000","$31,200",,,1 Family Res,Raised ranch,1988,3 / 2,Rural,2.2
"$317,000","$31,200",,,1 Family Res,Contemporary,1986,3 / 1.1,Rural,2.2
"$112,000","$30,300",,,1 Family Res,Manuf'd Housing,1970,3 / 1.1,Rural,1.3
"$20,100","$12,000",,,Mfg housing,,,,Rural,0.21
"$84,000","$16,600",,,1 Family Res,Cottage,2023,1 / 1,Rural,2.6
"$197,000","$31,000",,,Rural res,Ranch,1970,3 / 1.1,Rural,2
"$122,000","$30,400",,,1 Family Res,Ranch,1951,3 / 1,Rural,1.4
"$279,000","$72,200",,,Rural res,Old style,1900,3 / 2,Rural,70.4
"$12,800",$0,,,Solar,,,,,0
"$579,000","$326,900",,,Rural res&ag,Ranch,2008,3 / 2.1,Rural,170.1
"$166,000","$30,300",,,1 Family Res,Log home,1980,1 / 1.1,Rural,1.3
"$152,000","$31,000",,,1 Family Res,Old style,1900,5 / 1,Rural,2
"$141,000","$30,500",,,1 Family Res,Manuf'd Housing,2007,3 / 2,Rural,1.5
"$700,000","$376,200",,,Dairy farm,Ranch,1981,3 / 1,Rural New,220.6
"$143,000","$31,000",,,1 Family Res,Manuf'd Housing,1975,3 / 2,Rural,2
"$220,000","$53,500",,,1 Family Res,Old style,1880,4 / 1,Rural New,4.5
"$252,000","$30,100",,,1 Family Res,Ranch,1953,3 / 2.1,Rural,1.05
"$70,000","$55,500",,,1 Family Res,Old style,1880,3 / 1,Rural New,6.5
"$198,000","$26,800",,,1 Family Res,Old style,1945,4 / 2.1,Rural,0.77
"$66,000","$60,600",,,Mfg housing,,,,Rural New,12.1
"$140,000","$29,700",,,1 Family Res,Ranch,1982,2 / 1.1,Rural,0.98
"$170,000","$31,900",,,1 Family Res,Contemporary,1990,2 / 2,Rural,2.9
"$18,700","$18,700",,,Vacant Land,,,,Rural,32.4
"$400,000","$178,200",,,Apartment,Ranch,1980,0 / 0,Commercial,32.7
"$33,300","$33,300",,,Vac farmland,,,,Rural,25
"$226,000","$33,900",,,Res Multiple,Old style,1820,3 / 2,Rural,4.9
"$19,800","$19,800",,,Rural vac<10,,,,Rural,5.8
"$22,000","$22,000",,,Rural vac<10,,,,Rural,8
"$124,000","$34,300",,,1 Family Res,Old style,1900,2 / 1,Rural,5.3
"$25,700","$19,700",,,Mfg housing,,,,Rural,0.44
"$19,000","$16,500",,,Vac w/imprv,,,,Rural,2.5
"$121,600","$60,600",,,1 Family Res,Old style,1850,4 / 1,Rural,50.1
$500,$500,,,Rural vac<10,,,,Rural New,0.54
"$23,800","$23,800",,,Rural vac<10,,,,Rural New,0.88
"$1,000","$1,000",,,Rural vac<10,,,,Rural New,0.04
"$75,700","$75,700",,,Vacant rural,,,,Rural New,97.3
"$21,200","$21,200",,,Priv forest,,,,Rural New,9.7
"$37,500","$37,500",,,Rural vac>10,,,,Rural New,16
"$25,800","$25,800",,,Rural vac<10,,,,Rural New,1.8
"$10,200","$10,200",,,Cemetery,,,,Commercial,1.07
"$231,700","$231,700",,,Elec-hydro,Commercial,1950,,Commercial,419.3
"$21,100","$21,100",,,Rural vac<10,,,,Rural New,0.61
"$18,600","$17,600",,,Vac w/imprv,,,,Rural New,0.38
"$25,200","$25,200",,,Rural vac<10,,,,Rural New,1.2
"$25,100","$25,100",,,Rural vac<10,,,,Rural New,1.1
"$6,347,000",$0,,,Elec-hydro,,,,Commercial,0.01
"$2,600","$2,600",,,Vacant rural,,,,Rural New,2.6
"$86,400","$86,400",,,Rural vac>10,,,,Rural New,100
"$60,000","$60,000",,,Vacant rural,,,,Rural New,55.9
"$25,000","$25,000",,,Rural vac<10,,,,Rural New,1
"$86,300","$86,300",,,Mining,,,,Commercial,10.25
"$175,000","$1,000",,,1 Family Res,Ranch,1984,3 / 2,Rural New,0.95
"$206,000","$52,200",,,1 Family Res,Old style,1885,3 / 1.1,Rural New,3.2
"$75,000","$52,000",,,1 Family Res,Old style,1900,3 / 1,Rural New,3
"$40,400","$40,400",,,Rural vac>10,,,,Rural New,21.8
"$304,000","$65,300",,,Rural res,Old style,1900,3 / 1,Rural New,21.6
"$217,000","$49,800",,,1 Family Res,Ranch,1960,3 / 1.1,Rural New,0.99
"$60,000","$39,900",,,1 Family Res,Ranch,1962,3 / 1,Rural New,150
"$129,000","$24,200",,,1 Family Res,Old style,1930,4 / 2,Rural New,5.2
"$210,000","$47,800",,,1 Family Res,Ranch,1993,3 / 2,Rural New,0.89
"$178,000","$26,100",,,1 Family Res,Ranch,1978,2 / 1,Rural New,7.1
"$170,000","$50,400",,,1 Family Res,Old style,1880,2 / 1,Rural New,1.4
"$292,000","$78,600",,,Rural res,Log home,1991,2 / 1,Rural New,48.1
"$190,000","$53,500",,,1 Family Res,Old style,1930,2 / 1,Rural New,4.5
"$189,000","$50,000",,,1 Family Res,Ranch,1976,3 / 1.1,Rural New,1
"$258,000","$50,900",,,1 Family Res,Ranch,1976,3 / 1,Rural New,1.9
"$189,000","$65,500",,,Rural res,Ranch,1980,1 / 1,Rural New,22
"$134,000","$33,500",,,1 Family Res,Old style,1839,2 / 1,Rural New,0.42
"$357,000","$67,500",,,Rural res,Log home,1978,3 / 2.1,Rural New,23
"$246,000","$50,700",,,1 Family Res,Ranch,1952,3 / 2,Rural New,1.7
"$25,500","$25,500",,,Rural vacant,,,,Rural New,1.5
"$526,000","$100,700",,,Rural res,Old style,1850,5 / 2,Rural New,87.7
"$230,000","$54,500",,,1 Family Res,Ranch,1954,3 / 2,Rural New,5.5
"$245,000","$63,000",,,Rural res,Old style,1900,3 / 2,Rural New,16.4
"$345,000","$52,500",,,1 Family Res,Colonial,1990,3 / 1.1,Rural New,3.5
"$41,900","$25,500",,,Vac w/imprv,,,,Rural New,1.5
"$321,000","$51,500",,,1 Family Res,Cape cod,1959,3 / 2,Rural New,2.5
"$300,000","$114,600",,,Rural res,Cape cod,1991,2 / 2,Rural New,120.1
"$190,000","$51,900",,,1 Family Res,Old style,1880,4 / 1,Rural New,2.9
"$23,800","$23,800",,,Res vac land,,,,Rural New,0.88
"$155,000","$54,300",,,2 Family Res,Duplex,2002,4 / 2,Rural New,5.3
"$55,000","$51,700",,,Mfg housing,,,,Rural New,2.7
"$152,000","$51,100",,,2 Family Res,Duplex,2001,4 / 2,Rural New,2.1
"$152,000","$51,100",,,2 Family Res,Duplex,2000,4 / 2,Rural New,2.1
"$182,000","$33,500",,,1 Family Res,Ranch,1958,2 / 2,Rural New,0.42
"$201,000","$50,300",,,1 Family Res,Old style,1890,3 / 1.1,Rural New,1.3
"$115,000","$50,500",,,1 Family Res,Old style,1900,2 / 1,Rural New,1.5
"$380,000","$55,000",,,1 Family Res,Colonial,1992,3 / 2.1,Rural New,6
"$260,200","$260,200",,,Cemetery,,,,Commercial,8.51
"$6,900","$6,900",,,Rural vac<10,,,,Rural New,8.8
"$4,500","$4,500",,,Rural vac<10,,,,Rural New,4.5
"$170,000","$170,000",,,Mining,,,,Commercial,27.48
$600,$600,,,Rural vac<10,,,,Rural New,0.13
"$24,000","$24,000",,,Vacant rural,,,,Rural,10
"$24,000","$24,000",,,Vacant rural,,,,Rural,10
"$28,900","$28,900",,,Res vac land,,,,Rural,52.7
"$16,000","$16,000",,,Rural vac<10,,,,Rural,2
"$16,100","$16,100",,,Rural vac<10,,,,Rural,2.1
"$261,000","$78,400",,,Rural res,Old style,1900,2 / 1.1,Rural,87.8
"$428,000","$47,500",,,Rural res,Log home,1999,3 / 2,Rural,25.9
"$118,000","$33,000",,,1 Family Res,Manuf'd Housing,1974,2 / 1,Rural,4
"$151,000","$30,800",,,1 Family Res,Manuf'd Housing,1999,3 / 2,Rural,1.8
"$422,000","$137,500",,,Rural res,Ranch,1992,2 / 2,Rural,198.9
"$168,000","$31,000",,,1 Family Res,Manuf'd Housing,1978,2 / 1,Rural,2
"$12,400","$12,400",,,Vacant rural,,,,Rural,19.8
"$128,000","$30,600",,,1 Family Res,Ranch,1999,3 / 1,Rural,1.6
"$8,900","$8,900",,,Rural vac>10,,,,Rural New,10.99
"$27,000","$27,000",,,Rural vac<10,,,,Rural New,3
"$25,400","$25,400",,,Rural vac<10,,,,Rural New,1.4
"$32,800","$32,800",,,Rural vac<10,,,,Rural New,8.8
"$167,000","$64,700",,,Rural res,Cottage,2019,3 / 2.1,Rural New,20.3
"$226,000","$55,800",,,1 Family Res,Colonial,1997,3 / 1,Rural New,6.8
"$77,300","$52,500",,,Mfg housing,,,,Rural New,3.5
"$142,200","$52,500",,,1 Family Res,Log home,1982,2 / 1,Rural New,3.5
"$240,000","$54,000",,,1 Family Res,Manuf'd Housing,1996,3 / 2.1,Rural New,5
"$139,000","$30,500",,,1 Family Res,Ranch,2009,1 / 1.1,Rural,1.5
"$240,000","$56,700",,,1 Family Res,Colonial,1988,2 / 1.1,Rural New,7.7
"$66,400","$50,700",,,Mfg housing,,,,Rural New,1.7
"$74,000","$52,600",,,Mfg housing,,,,Rural New,3.6
"$200,000","$65,000",,,Rural res,Cape cod,1950,3 / 1.1,Rural New,21
"$120,700","$54,000",,,Mfg housing,,,,Rural New,5
"$9,900","$9,900",,,Rural vac>10,,,,Rural New,11.53
"$5,300","$5,300",,,Rural vac<10,,,,Rural New,5.51
"$20,400","$20,400",,,Rural vac<10,,,,Rural New,11.7
"$5,900","$5,900",,,Rural vac<10,,,,Rural New,6.7
"$3,500","$3,500",,,Rural vac<10,,,,Rural New,3.5
"$5,200","$5,200",,,Rural vac<10,,,,Rural New,5.4
"$42,300","$42,300",,,Rural vac>10,,,,Rural,34.7
"$228,700","$228,700",,,Vac farmland,,,,Rural,160.5
"$20,100","$20,100",,,Rural vac>10,,,,Rural,16.1
"$345,500","$275,800",,,Field crops,,,,Rural,132.4
"$53,200","$53,200",,,Rural vac>10,,,,Rural,49.8
"$48,700","$42,800",,,Vac w/imprv,,,,Rural,46.4
"$32,900","$32,900",,,Field crops,,,,Rural,13
"$59,600","$59,600",,,Field crops,,,,Rural,25.5
"$39,600","$39,600",,,Priv forest,,,,Rural,40.2
"$192,000","$34,500",,,1 Family Res,Old style,1900,4 / 1,Rural,5.5
"$319,000","$51,600",,,Rural res&ag,Old style,1850,5 / 1,Rural,14.1
"$308,000","$78,000",,,Rural res,Old style,1880,4 / 1.1,Rural,56.2
"$114,000","$30,600",,,1 Family Res,Manuf'd Housing,1997,4 / 1,Rural,1.6
"$25,400","$14,000",,,Vac w/imprv,,,,Rural,0.9
"$222,000","$79,200",,,Rural res,Old style,1920,4 / 1.1,Rural,62.4
"$88,000","$30,500",,,1 Family Res,Manuf'd Housing,1994,3 / 2,Rural,1.5
"$320,000","$28,500",,,1 Family Res,Colonial,2003,5 / 2.1,Rural,2.2
"$129,000","$31,400",,,1 Family Res,Cottage,1989,2 / 1,Rural,2.4
"$225,000","$30,200",,,1 Family Res,Ranch,2012,4 / 2,Rural,1.22
"$837,000","$70,500",,,Multiple res,Colonial,1998,3 / 2.1,Rural,56
"$302,000","$61,800",,,Rural res,Ranch,2016,2 / 2,Rural,54.5
"$219,000","$34,500",,,1 Family Res,Ranch,1978,3 / 1,Rural,5.5
"$122,000","$45,300",,,Rural res,Old style,1947,3 / 1,Rural,21.5
"$338,000","$122,600",,,Rural res,Old style,1866,3 / 1.1,Rural,152.67
"$298,000","$129,700",,,Dairy farm,Old style,1880,4 / 0,Rural,112.9
"$132,000","$38,300",,,1 Family Res,Old style,1900,4 / 1,Rural,9.3
"$10,000","$10,000",,,Vacant rural,,,,Rural,15
"$47,500","$47,500",,,Rural vac>10,,,,Rural,56
"$28,300","$28,300",,,Rural vac>10,,,,Rural,17.5
"$57,300","$57,300",,,Rural vac>10,,,,Rural,75.6
"$51,300","$51,300",,,Rural vac>10,,,,Rural,63.5
"$328,000","$104,820",,,Junkyard,Commercial,1990,,Commercial,19.91
"$56,700","$32,500",,,Mfg housing,,,,Rural,3.5
"$369,000","$60,600",,,Rural res,Cape cod,2019,1 / 1,Rural,52.2
